pc0,pc1,pc2
2.19040036,1.44404817,1.39540029
1.31852996,-1.59593046,0.144255579
-3.46327066,-1.69615948,0.932783186
-8.47030067,-2.2258172,1.12762153
0.261249691,2.96690106,-1.05565763
-5.67697382,1.45410442,0.830737114
1.23477256,-1.09906781,-1.30732262
-3.98461771,0.193657324,0.420178831
3.05975127,0.122748934,0.0553108156
-3.57660079,0.348202527,2.58837247
-4.80252647,1.99598873,-0.388903856
-3.80009532,1.22911966,-1.45165551
3.75681233,0.229692236,-1.10024023
3.09546256,-2.18287659,-0.222865909
5.21995878,-1.41856682,-1.67375505
-3.95465112,-1.38083243,1.42829943
0.224160016,-1.54084539,-1.64594996
0.74845016,-0.52382201,0.840929031
-1.54050922,-0.0141767748,0.483773947
-6.4966073,-1.94494951,0.975033045
0.908072889,-1.29842114,0.68599683
6.90996504,3.79990268,-0.847197652
-3.02774572,-0.558627188,0.863286674
2.18006277,-1.60728204,0.717121005
5.19562626,1.44027841,-0.0670114681
-1.66784954,2.39612603,-0.47815308
1.15796077,-0.11338307,-0.115911201
0.325933069,-1.59967971,0.882483125
2.80582738,-1.68070138,-1.38428974
6.42917204,6.03609562,-2.0046401
0.702928424,1.80110872,-2.0415678
-1.40591443,0.447041303,0.995045245
-2.25715709,-2.37042546,2.44195819
-1.45139122,-0.237694129,1.05680001
2.9125309,-1.572505,-0.892726123
2.70881391,-0.603779376,0.795408309
1.25326657,0.819939435,-0.572962999
-0.954573631,-0.623545647,-0.609747648
2.30700827,-0.0157764293,-1.3634963
-0.338239521,1.94511533,-1.90612757
-2.57152581,-0.193955392,1.21535325
2.39458871,-0.181068629,0.349004149
-0.34381941,-0.538506985,-0.109382823
-1.03803611,1.05809093,0.629233181
0.00964322872,-1.1321696,0.998962224
1.11444235,0.667421162,0.0456739664
-1.14184511,-0.150908232,-0.719147384
0.771800399,-1.48931611,0.909244895
0.166998863,0.6299088,0.744835496
6.07973862,-0.65676409,-1.0475316
1.38420975,0.698317707,-0.241804227
0.263560563,-0.127654463,0.752373338
2.31360865,1.41948915,-1.1551702
-0.888656199,0.716460466,-0.523255646
-2.96574163,-0.708626509,0.34463197
-0.206080273,-0.083706893,-1.20155406
-2.20231795,0.480536789,0.512553632
-0.746194422,-1.43016779,0.943885684
-2.66686463,-1.84276831,0.191320464
1.41777432,0.210016161,0.336991191
0.331542552,0.196663201,-0.532336593
0.754959464,-0.103587985,0.846881866
1.98866975,1.70866036,-0.876180351
-2.77029395,0.665191233,-0.447634548
0.964410722,1.09374678,-1.15221274
-1.17984843,-0.646771371,0.617233336
-2.11855912,-0.909300804,0.706194758
0.656335413,-1.09211802,-0.118465073
-1.90912151,0.694693685,0.873400211
-3.79943466,0.361447006,0.0546966493
-1.26454008,-0.0988914669,0.624516726
-1.01782441,-0.618172705,-0.0198198687
0.297245592,-0.248057276,-0.317175299
1.52779758,0.337813497,-1.7440356
1.29232323,2.2822454,-1.54784155
-2.09272194,-0.0315627456,1.86159146
-1.46986675,0.797526896,-0.737299144
-0.249109417,-0.973084807,0.865124166
-0.0641527623,0.344533026,-1.07088733
1.23305333,0.613880575,-1.78430581
-0.0892951563,1.14385772,0.725941718
2.0398922,-0.792381287,-0.812651038
-0.301287353,0.190454528,0.226335779
-1.86739206,-1.5828166,1.54202533
-3.82735443,-1.4248172,1.49423623
1.04483616,-0.600895762,-1.04209781
-2.16361594,-1.01318979,0.511115372
-0.236462742,0.298439503,-0.615997672
3.64164066,3.87614012,-1.10769594
1.33496189,0.323893338,-0.409221232
-2.11297774,-0.89037025,-0.449480712
1.84201217,-0.0124618514,-1.04434788
-0.0590078719,-1.60504019,0.219279349
0.15763554,0.598523915,0.480618238
0.10957171,0.247306392,0.505929649
-4.0717907,1.54258204,1.17719924
-4.09237003,1.00157917,-1.36261904
3.83685923,-1.86621273,1.1308285
1.93246675,0.262747169,-0.415293843
0.396852314,0.0880221128,0.347822517
0.440878868,-1.29347456,-0.600116014
0.166055411,0.632578433,0.220653906
0.754564226,0.103794344,-0.68600601
0.286627978,0.805452883,-0.585763156
-0.664193749,-0.511022508,-0.270930439
-2.46658158,0.314247668,0.748261154
0.68855983,-0.3278476,-0.314869851
-3.02453423,0.0347884558,0.0234277472
-0.142280445,-0.3397367,0.150277615
1.67519093,-0.960586905,0.412785321
-0.145884171,-0.088761054,-0.114855453
-0.665197611,-0.214228734,0.763927102
-1.24768734,-0.0378102474,1.77756941
0.532633603,-0.883810759,-1.17924333
-2.53709364,-0.803049862,0.957330465
0.838760495,0.130319059,-0.754796863
-0.987586498,-1.81522071,0.406283975
0.187647104,0.193148822,-0.216395393
0.233691022,0.180367768,0.592597365
3.46258044,0.821729779,-1.26643991
-0.686262548,-0.18154712,0.422801197
-2.99575448,-0.355359018,0.62809664
-2.53568387,0.0564378351,0.842793405
-3.08973026,-1.15159941,0.701928437
1.06763589,0.996635675,-0.144445688
-0.460371643,-1.26243532,0.534448624
1.10355508,-1.59798217,-0.502792239
-5.66307068,-0.420466602,2.21014166
-4.23044395,-0.753534436,0.877613425
0.405638427,-1.72983706,-0.914895773
-12.4635954,-4.69985962,1.95465422
-2.36347818,0.132684052,-1.27204847
-3.73402739,0.171349049,-0.636023879
-7.28573513,-2.55878639,0.471901745
-3.44390321,2.66674352,0.955332041
7.31419802,3.10536408,-2.62738967
0.876872301,-0.491391271,-0.555799603
-1.02284241,-0.463165313,-0.596945822
2.16822958,-0.350221366,1.11012936
5.04631376,-0.0934896842,0.575973213
-0.895181894,-1.23670757,-0.0858536065
2.75487399,-0.221192867,0.150296777
4.67924118,2.47400165,-1.43692577
-0.768996477,0.575764835,0.771099865
0.179821193,-0.667654514,0.473910391
-1.76732743,-1.09213674,-0.119674511
-0.739142537,0.0376186781,1.14295352
4.81706238,1.05343711,0.477782875
3.70801091,3.58713102,-0.736427188
-2.17427301,-0.349822491,-0.0594735295
-0.0586761981,-0.134814918,-0.793521583
1.3350848,0.388560176,0.244187698
-4.22270584,-1.59202778,1.53016889
