pc0,pc1,pc2
1.47664833,0.0769211501,0.471387804
-1.248492,-0.0739167854,0.709228933
-0.562041163,-0.369457483,-0.123066291
2.14247346,0.828992724,-0.362661809
0.938366354,-0.303554356,0.280636221
-1.00336254,0.178690135,-0.00798763987
1.15017939,-0.697315037,0.184587479
0.535395205,-0.103560902,0.369056582
2.40038562,-0.203613579,0.472569406
-1.22392642,0.463310182,0.216676012
0.97471571,-0.524490118,0.0199759044
0.375213891,0.0404417403,-0.471634239
-0.186022431,-0.192751333,0.442414045
0.434503376,0.00701357657,0.125166565
2.33665109,0.163717628,0.0273718052
-0.214199826,-0.415116549,-0.119275421
0.207971111,-0.0866071731,-0.689844906
-0.717576504,0.645618796,0.221027792
2.25223112,0.535459518,0.433343142
0.0531145483,0.238367707,-0.577289164
0.0851680115,0.166987672,-0.757008374
0.636824608,0.681645155,0.276814669
-1.61711538,-0.120674491,0.511912465
0.464215696,0.188535661,-0.207156017
-1.17554677,-0.217500702,0.185877368
1.55246878,-0.13882874,-0.585098088
-0.12259043,0.440033406,-1.02178574
0.949105978,0.629009902,0.231145933
-0.105210923,-0.598810077,1.27452564
1.73696351,-0.980097651,-0.399527788
-0.468392402,-0.228332102,-0.352564961
-0.799201846,-0.296632648,-0.0211812872
1.85238779,0.60717088,-0.409952044
-1.4749161,-0.256647527,0.513874233
-2.71446776,-0.890461981,0.234521553
1.07591939,-1.12162793,-1.01980901
-0.348599404,0.474232107,0.18534328
0.292764902,0.00985444337,-0.272629619
0.111837812,-0.868049145,-0.639472842
-1.25246942,-0.164128259,-0.207778692
0.497071028,0.437818378,-0.189160019
2.33327365,0.12913993,-0.220060721
-0.220518664,-0.674505174,0.832164764
1.15883648,-0.335597366,0.135054514
1.97746611,0.802408516,0.695594072
-0.636426806,-0.306255698,0.441190958
-1.1891911,-0.0674303323,0.27321732
1.96009743,-0.0922323242,-0.271398306
-0.913048685,-0.415760845,-0.262845784
-0.524955273,-0.288006425,0.305252254
-0.786612511,-0.203514293,-0.0453826226
-0.257548094,-1.06242347,0.513196826
-0.119773299,0.639760077,0.209388986
0.730259955,-0.42993176,-0.155320838
0.366056561,-0.188720033,0.0312967524
0.409615934,-0.876865923,0.288290799
1.88423216,-0.313380033,0.45139569
-1.44460416,0.504000425,-0.027449416
0.0990537032,-0.326738894,-0.363070697
0.687578976,0.119913861,-0.287220091
0.682985544,-0.470764309,0.232454434
-1.72520506,-0.978430271,0.476104677
-1.48497558,0.0300479233,-0.182063967
-3.33644223,-0.306150079,-0.383002758
-3.60812879,0.920798421,0.420199424
2.42734766,0.59391886,0.405451328
-2.76832604,-0.621066689,0.639316678
1.49806952,-0.0465283468,-0.262245834
2.36543345,-0.636780083,0.121332131
-0.198804215,0.0155122979,0.644121051
-2.81212211,0.412321061,-0.111432955
-3.17049527,0.283168405,0.366289973
-0.17182225,0.0569578595,-0.18253465
-0.460369408,0.0159837846,-1.09417355
2.86737633,0.78218931,-0.861993849
0.210691959,-0.069447808,0.713141441
2.37757087,-0.165970534,-0.517944038
1.15341854,-0.256638765,0.707096159
-0.061656706,-0.570244372,0.200469404
0.762787998,0.629549265,-0.610659838
1.65983188,1.15245342,-0.315702587
1.2852478,0.176392734,-0.519869089
-0.166156515,-0.55434978,0.257559806
-1.21523166,0.295634985,0.22855854
-0.745449007,0.0861278549,0.644084811
1.18525302,1.01946318,0.695086122
-3.31516838,0.413713515,0.181154609
0.300109267,-0.603155792,-0.365125477
0.777172565,-0.874643862,0.231100842
1.32051682,-0.406919956,0.189668998
-0.253467411,0.436154217,-0.284277558
-3.13845634,0.089196004,-0.142440677
0.758920133,-0.118369758,-1.03939807
3.62695837,0.116061822,0.554167151
-0.480460912,0.0993033722,-0.640461564
-0.870420456,-0.651074409,0.627652049
0.746761203,-0.248078153,0.687243342
-3.03220963,-0.503019929,-0.361729681
-1.906304,0.051407408,-0.856375515
-0.894838452,-0.864937901,0.370112538
1.8253479,-0.383231312,0.342526138
0.414705455,0.33391723,0.274459034
0.138677984,0.414781332,-0.222228125
-1.37417245,-0.55890733,0.0220824406
-4.18673611,1.13802731,-0.854227602
-2.41749144,0.60939616,-0.508438826
1.33794928,0.9392941,0.666113198
0.409180254,0.443507701,0.378467649
0.0417285189,-0.127246365,0.169150263
-0.0606446788,-0.937414825,0.5555439
-2.24433947,-0.00264422339,0.26011923
1.54006028,0.161836252,-0.750142872
-0.749131858,0.734526575,0.332446724
0.0789894983,-0.70555532,-0.084916614
0.667220294,0.437042922,-0.0993751138
1.12395263,-0.281292021,1.21750891
3.32104564,-0.43523711,-0.104111843
0.230874121,0.0201017596,-0.413317263
1.33712697,-0.703134537,-1.23172927
0.075699769,0.182775274,0.268178463
0.00138198643,-0.258430123,0.509402096
0.900111556,-0.26991567,-0.466620743
-1.83046234,0.0413588844,-0.31138745
0.890873313,0.255214959,-0.31019339
3.06320333,0.257071316,0.1546648
0.0920049325,0.528183281,-0.407387912
-1.94815421,-0.0714190453,0.149666861
0.93517518,-0.0897844955,0.48775956
-2.07333207,-0.168462768,0.132154807
1.48777878,0.130366936,0.335057884
0.409691572,-0.401595324,0.89938283
0.115644746,-0.437231928,0.594772696
-0.132801309,0.469135642,0.364252865
-0.617738605,-0.562952578,0.121568017
0.396456271,0.507786095,0.436277807
1.82544971,0.162635908,0.445839822
-0.311912924,-0.0917199552,-0.0964905843
-0.841154754,0.897460043,0.340251982
-0.835342586,-0.516518295,-0.43263939
0.522659063,0.576164365,0.329664797
1.08626413,-0.230840757,0.0615512878
-2.56821823,0.251978248,0.785643101
-0.459351003,-1.07873845,0.218043283
-1.22619295,-0.729742408,0.587613344
0.3935166,-0.0167586543,0.452189982
-1.52026367,-0.562129378,0.163567781
0.631570637,0.392708659,0.157610774
0.000941890641,-0.0721340403,-0.123297423
0.309567779,0.0603979789,-0.248928502
-0.120530084,-1.09549356,0.661360145
-0.599190891,-0.184185207,0.964762449
-0.505762458,-0.939654827,1.09338427
-0.369450718,-0.30823651,-0.151178554
0.917376876,0.607782006,-0.676477671
-3.04595256,0.775743604,-0.0222476982
-0.122418642,0.711336136,-0.180097178
-1.75734758,0.414078414,0.750675499
-1.066679,0.286008149,-0.125570074
2.00579739,0.338715822,0.0520316735
0.540291786,-0.579397619,0.654409349
0.815210044,0.709942162,0.475043058
0.236052215,-0.390518606,-0.0938861445
0.984176993,-0.582663,-0.31600374
-1.15829384,-0.53661418,0.84031564
-0.238952115,-0.492389113,-0.963896513
-3.68498874,0.135423899,0.240577221
-3.18835735,-1.1355927,0.104557984
0.419254392,0.0604552552,0.769093096
2.58185625,0.315075964,-0.894143999
-0.039395351,-1.40761042,-0.504887283
-2.20698547,-0.893120646,-0.176690176
0.0292086974,0.0788848102,0.434210479
2.99605894,0.550595343,-0.0919166058
0.297452867,0.585844874,-1.18348956
2.3477869,0.12006361,-0.172347516
-0.942973435,0.158902109,0.501640797
1.58718193,0.0185692199,0.0821209773
-0.793827057,0.304177195,-0.53873831
0.0662384108,-0.170466915,-0.0251535792
1.7685492,0.121778622,-0.186862245
0.148645744,-0.216085359,0.504004598
0.317257524,0.178082168,0.0735338926
-1.47319221,-0.412510216,0.375261635
0.846225917,-0.674891412,0.622142076
0.541300654,0.318597347,0.544664383
2.51521087,-0.220835969,-0.379505783
-0.617400944,-0.654300869,0.372791439
1.20584702,0.0738525838,-0.189659312
-1.19844007,0.874429286,0.252679944
0.151510596,0.133023575,0.651751757
0.4309282,0.510018587,-0.76409626
0.0558055751,0.518981695,0.145933539
0.490459353,0.251551658,-0.168845266
-1.39127827,-0.280190885,0.482790828
0.526358545,0.233133182,0.290206462
0.199052587,0.235328496,0.259676546
-1.44767213,0.855903089,0.886413515
1.15182292,0.10708566,0.944720805
-2.51951098,-0.360864103,0.528396487
-1.07670283,0.323209226,-0.570214927
0.486933082,-0.0821055919,0.748548746
-1.0464561,-0.354322404,0.442468673
1.74093068,-0.386060655,0.827514708
0.485618681,0.471749842,-0.859930038
0.305299759,0.106467001,0.961127818
2.62399435,0.165272459,-0.378214061
0.526462197,0.291485757,-0.341846108
-0.0248057283,-0.245544106,0.347540915
1.53909135,-0.0072434945,0.872449994
-2.31545401,0.142222196,0.575335026
-1.48154116,-0.547833085,0.819889545
0.169839084,0.396349818,-0.609308243
-0.588161349,-0.433559656,-0.547847152
-2.32019496,0.616511047,-0.801991642
-1.21995354,-0.591351509,0.751371443
1.20389628,-0.34884572,-0.0673573837
0.439891875,0.714471281,-1.19332933
-2.14215136,-0.0645135939,0.0522891991
0.283415079,-0.435291827,0.995345354
0.550453544,0.228793859,0.408873051
-1.53141475,-0.909576595,0.591422498
0.138968676,-0.562666357,0.522511363
2.80608606,-0.395664543,-0.379375458
2.61122584,0.868194163,-2.08021736
-0.457314104,0.313515484,-1.16452789
0.831325233,-0.204882786,0.82835573
0.121324256,0.07251212,-0.0917582586
-0.658348441,1.01085389,-0.620536089
2.82255173,-1.27458704,-0.140420973
3.63553333,-1.31269062,-0.330457598
0.819252372,0.329251826,-0.106877036
-0.0650012046,-0.283160388,-0.709098577
0.143794641,0.143796518,-0.154545188
0.0469690748,-0.27206254,0.710957587
1.73275959,-0.203534886,-0.613858104
1.56735671,-0.325863868,0.599308431
-0.198096007,0.425719202,-1.38778162
-1.32489717,-0.122851759,0.42903474
0.704695344,0.78421694,0.693860948
0.355953485,0.230965376,0.39187941
-2.04803324,-0.227898955,1.41346061
1.4734199,-0.994561732,0.489252239
-0.0338203125,-0.285185426,0.293482095
0.992237151,0.245805606,0.285152823
0.533494055,-0.211174473,0.201162711
-1.21101177,1.0498656,0.175543606
-0.857955933,0.604985356,0.420034617
2.13232827,1.15475905,-2.06892681
-0.542980552,0.343670934,-1.94963121
0.0645609573,-0.256082475,0.532975912
-0.299295247,-0.197827935,0.0988563523
-2.31727958,-0.0632423833,-0.633971393
0.736145914,0.364146888,-0.0631315857
1.27010417,-0.361197412,-0.083978489
-0.0491045676,-0.352497667,-0.226758748
1.89060855,-0.405002981,0.574039221
0.894110382,-0.496633649,-0.522929251
0.751639068,-0.0897132903,0.400648564
-0.491713971,-0.171487838,-0.873643279
-2.54450464,0.0743903667,1.24354076
-0.136189967,-0.522583306,1.02658367
1.89748085,-0.367252856,-0.12693648
0.538934767,0.0167741738,-0.999723554
0.218254432,0.15644522,0.242510408
-0.99008435,0.229633674,-0.624345243
1.39675486,-0.00765510974,-0.283210874
0.0358032845,-0.130560443,0.286652297
-0.0151586989,-0.0446931683,-0.399818212
-0.635896802,0.269976974,0.387398899
-2.1756978,0.339574605,-1.19118905
-2.29223371,-0.431992501,0.182851344
-1.434183,0.835832596,-0.0843621939
0.883681893,-0.699102759,0.617487013
-0.213927269,-0.240518704,-0.487004697
0.965702474,-0.49826467,-0.0887116715
-1.26613557,-0.139356822,0.421568394
1.0174098,-0.135708883,0.40599829
-1.42628443,-0.562355101,1.00612998
1.3586545,-0.389589876,0.102640398
1.81365824,-0.428061336,-0.329631269
-1.71755385,-0.597555935,0.405427873
-1.60106206,-0.444303751,-0.0563329943
-1.19811201,0.258169681,0.620984495
-0.910744011,-0.829844117,0.647906959
0.715762973,0.327857912,-0.00690747285
1.12275016,-0.389736086,-0.0115197646
0.356797993,-0.652603865,0.385927945
-0.653564751,-0.121304266,-0.249297708
1.83850718,-0.11998561,0.399579823
1.30806863,-0.166766718,0.488195121
0.969148278,-0.578487217,0.364229769
-0.548487604,-0.403983265,0.325194418
1.97837079,0.0151028726,-0.434880525
-0.257388711,0.228794932,-0.204961732
0.431277394,-0.321251243,0.122826077
-2.13276672,-0.0836852118,0.650025964
1.0999378,0.0892809033,1.32615197
1.48304391,0.128959298,-0.0754774362
0.174066752,-0.523892462,-0.0353819095
0.549512088,0.362479061,0.0204119999
0.640603662,-0.510848999,1.45454156
-1.53636408,-0.211751327,-0.118225195
0.425387561,0.37725535,0.853456378
-3.2892437,1.21736908,0.578609884
1.17408466,-0.285211384,0.612207115
1.70193243,-0.315471411,0.543343484
2.19335175,-0.875518084,0.778232276
-1.60153055,0.195535123,0.103892066
1.0208478,0.186717689,-1.59017456
0.0291987509,0.0419660024,0.654785872
0.353115708,-0.920117736,0.613918781
2.67502928,-0.444592863,0.547252595
0.0149167832,-0.00685646478,-0.652081549
-0.979219973,0.269853711,0.488732785
-2.16532588,1.03400815,-0.519804835
-0.0544577837,-0.204381943,-1.40620112
-0.890439808,0.172070652,1.17517912
0.936107278,-0.802791297,0.0209721476
-1.49350953,0.26251927,-0.015985027
-1.98591661,-0.0763060525,0.282965004
0.801097274,-0.558721483,0.720246375
-1.16174233,0.493563503,0.875595927
-0.847928464,0.193569154,-0.139860868
-1.88481581,0.85398829,-0.101624064
-0.324762076,-0.0375683494,-1.55081189
0.267647296,-0.500326991,-0.107963741
0.186372027,0.0335008577,-0.164678589
-2.33423448,0.111341193,-0.695948422
3.32836533,-0.544174314,-0.311353981
-0.0425743349,-0.341006786,1.43967271
-1.12903166,-0.456011742,1.66241968
0.309050381,-0.236164838,-0.901948869
1.14186132,-0.394579798,-1.41803992
0.192728877,0.173562273,0.954800904
1.56642854,-0.23837471,-0.733971477
-2.05472279,0.172872022,-0.515979409
0.120806172,-0.940661311,0.320626497
1.05224597,-0.0948093086,-1.19953561
-2.76597023,-0.390820235,-1.26267195
-2.42326427,-0.41428113,-0.0505150668
-3.75904441,0.0239338912,-1.22561002
0.613367975,0.2837345,1.47142684
1.43593729,-0.570203483,0.882630169
-2.9160583,0.39354834,-0.120875679
4.08901834,0.0705545247,0.233727768
-1.55085659,-0.65619272,0.620716512
1.91764081,-0.333231211,0.234548748
-2.29462028,0.569315851,-0.468533128
0.216181651,-0.256365687,-1.70181561
-1.99146175,-0.337244749,-0.501539528
2.46102238,-0.344083071,0.377507925
1.16889691,-0.425233275,0.548432589
-0.236512676,0.399443448,-1.14000404
2.3991859,0.502051234,0.0501028113
-0.590224266,-0.0386753157,0.488089323
-0.329146564,0.413159132,0.152603656
1.3233062,-0.492658854,-0.000209539387
-2.34035349,-0.044791609,-0.377197772
0.792872429,-0.233456239,-0.00172651582
-2.49597788,0.693071187,-2.22700906
-1.72294116,1.50098956,-0.738952637
2.02702045,-0.0234244987,-0.960837901
1.58015549,-0.53466928,0.712975562
2.31570435,0.666419327,-0.290808052
0.799192429,-0.422085166,0.265349954
-0.464679003,0.0616798997,-0.380314261
0.881841123,0.370650738,0.679388463
-0.167136878,0.0699820668,0.0465071537
-0.766459823,-0.412800312,0.768924952
1.10340369,0.341949224,0.0182892624
0.182493567,-0.175743654,0.959204018
-0.887038529,-0.0815473795,-0.124779381
1.76396048,-0.647033334,0.562120974
0.0531099923,0.126639381,-0.356455296
-0.925939083,-0.330887765,0.768900335
0.00359553541,0.0187789425,0.0776068419
0.189526677,-0.261548132,-0.347090781
-0.646843255,-0.122273408,0.251794815
0.735925138,-0.0358640179,0.855194688
-0.0744674206,-0.280584276,0.291407377
0.657605648,-0.253023326,-0.0300621875
0.4828915,-0.0535287187,0.0518108495
0.348101974,0.420247763,0.749594629
0.699268222,0.346941829,0.690021574
0.36839667,-0.121474966,0.421685427
-0.455891788,-0.236401424,-0.133403227
-0.44600755,0.279579073,-0.971487701
0.0115970308,-0.602070987,0.189338207
-2.50613976,-0.521407902,0.339318544
-1.73527908,0.295991361,0.293951213
-0.195935816,-0.699035585,0.895271242
2.18408585,-0.151723936,-1.48930395
-0.570509791,0.154424697,0.0508478135
-1.62837327,-0.127618372,0.0359666348
0.802647889,-0.648446083,0.737624466
1.42915738,-0.0941083282,0.824531734
-2.06655931,1.08377218,-0.149587333
0.55033356,-0.258418471,0.548114598
2.77105212,-0.143570349,-1.08364964
1.26693034,-0.148517832,0.0760192275
0.221560061,-0.064216122,0.109612264
-0.00558571704,-0.193073735,-0.290302038
0.372783214,0.875118315,-1.42571151
0.0468650907,0.122031838,-0.419387966
-0.874275804,0.0498194695,0.156285495
1.32774603,0.586381495,0.981398404
1.43483031,-0.283048928,-0.124415927
-1.6389128,0.928233802,0.148700997
1.12641215,-0.512138903,1.54092002
-0.970941603,-0.338654816,0.646758616
0.482272625,-0.098145999,-0.910469294
1.07487631,-0.0854570791,-0.0632674545
1.43722439,-0.447414994,-0.314458996
-1.40639007,-0.262938857,-0.0169766117
-0.320528299,0.896122098,0.423366874
1.75351167,-1.07407904,0.435145319
0.163896278,-0.146607101,-0.333852738
-1.72549307,0.187344775,0.686326921
-1.73220372,0.945940375,0.16705893
-0.83075887,0.84109205,1.05533338
1.4621675,-0.0966672599,-0.628749073
-0.102656536,-0.286863446,1.0532161
1.26974976,-0.0774322674,0.154952303
-1.06049013,-0.258814931,0.293681741
0.463674217,-0.0594894178,-0.765453339
-2.95300293,0.558064282,-0.370557934
0.00325238938,0.579998434,-1.23592234
-0.205200985,-1.11661065,-0.491933286
0.207230687,-0.352946907,1.04383051
0.379773468,-0.447315603,-0.0227023661
-0.910389364,-0.574045956,-0.192789242
-1.37816203,0.121904291,0.735873878
0.400386482,-0.337960422,-0.233926818
-1.11905706,-0.0636315122,-0.333714694
1.37541878,-0.234526873,-0.154040501
-0.881295562,-0.177983686,0.853584409
1.96689045,-0.237796396,0.766958594
0.402246267,-1.21339071,1.23560452
-0.410555333,-0.107572675,-0.76189667
2.48278475,-0.222911924,-0.723917544
0.599427223,0.0991489738,-0.100538678
-0.96877104,0.399980664,0.178561762
1.68556106,-0.634683371,0.933667421
-0.0311763138,0.289198637,-0.804879129
-1.89983618,0.581966639,0.200803787
-0.649781048,-0.471953273,1.12018406
0.173621207,-0.760968626,-0.198623881
0.550306857,0.229695261,0.191765726
-1.30418634,-0.382854342,1.5730648
-1.90009236,-0.0606108606,-0.0398584194
-2.10832024,0.655156612,1.33014059
0.887779117,0.521398723,-0.666655421
0.190936387,0.0785389841,-0.821355879
0.041106496,-0.510780692,0.864763319
0.278336376,-0.535706043,-0.0155762741
0.197520137,-0.749548376,0.268017083
1.71550274,-0.405902475,-0.0380251259
0.482356131,0.170063794,-0.904917538
-0.257857919,-0.752623379,-0.224306986
-2.19441795,0.743852675,-1.48682415
-3.78642988,1.2360642,-0.845232189
-1.21655989,0.976310849,-0.432259768
1.0811404,-0.29786247,1.14651048
-1.75194418,0.71424526,-0.340417594
-0.301750302,-0.590420604,1.40779734
-1.54566264,0.870052159,-0.573656797
-0.704736233,1.71490443,-1.25736332
1.64089775,-0.496070683,0.176089764
1.02940881,-1.13769209,0.295936614
-2.40831041,1.10378969,-1.73277593
2.67532873,0.241752386,0.172222182
-3.46056795,1.47580266,-0.873303354
0.431506515,-0.597592354,0.655068099
3.67596245,-0.929253995,0.982349217
-0.470321476,-0.3873052,1.32529962
-1.03429854,0.703044891,0.567760825
-2.53831315,0.399328828,-0.55819869
3.61162353,-1.11235273,0.139174804
1.52495313,-0.316599727,-0.153054252
-0.787099898,1.26776099,0.721525788
1.82662535,0.422045648,0.627622366
0.797306061,0.00252134795,0.294081926
-0.241867393,0.447146386,-1.5502286
0.364546895,0.476224393,-0.81421113
-0.719646096,-0.211766064,0.513542354
0.149964347,-0.508925617,-0.501716971
1.71237147,0.747615635,-1.94794226
0.492328852,0.638560534,0.583879769
-0.10844098,0.652388036,0.778805673
-0.685971618,-0.347312868,0.224855736
0.698034763,-0.686619997,0.98419559
1.77555609,0.037440151,-0.269271165
0.850909054,0.418131143,-0.222064048
0.990007162,-0.130178854,1.07181728
0.808647692,-0.0447236709,0.571594834
0.809397399,-0.512801051,-0.610877156
0.384990454,-0.148851395,0.107497238
-1.77676213,0.261046648,-0.875035942
0.264935046,-0.0711423606,0.272732854
-1.37239075,0.560308516,0.607606769
2.52698803,0.137705043,0.862100005
-0.0123874648,-0.0895013586,-0.179235727
-0.394181818,-0.128759861,0.551672041
0.197318137,0.333025813,0.387647957
-0.920718968,0.185865507,0.0122014759
0.0970337167,-0.938747168,0.745354176
0.444956303,-0.413573086,-0.769170582
0.0220100526,0.401841462,0.460192889
1.47746277,-1.25642288,-0.731090844
1.09188104,-0.872915983,-0.0514629073
-0.319485188,-0.367334366,-0.500970006
-1.75475848,0.435107589,-0.915597022
-1.368577,0.118519053,-0.290829152
-0.132926539,0.0204696115,0.815788746
0.656179845,0.566092789,0.377105772
0.949218631,0.032310728,-0.102637619
0.161117569,0.121703848,-0.0854423866
-1.97518444,0.038512975,-0.739251912
0.319361061,0.152166963,0.82732451
-0.593457937,0.109889202,-0.0644187555
-1.31411874,0.243965343,0.621600032
3.38610864,-0.641700745,1.33336651
0.887009501,0.0748798624,-0.3553918
-0.552219868,0.830533147,-0.379140317
1.90478182,-0.247264713,0.525186837
0.666464746,0.506769598,-0.418958753
-0.256504059,-0.0918263942,0.507250786
0.189333767,0.376036972,-0.12248031
-1.29688728,-0.367116332,-0.336500943
0.181916937,-0.424094409,0.551443994
-0.319283634,-1.01337266,1.25838673
-0.527989626,-0.718048871,-0.493257642
1.3017596,-0.189018756,0.482554168
-3.55902982,-0.481243342,1.38523364
0.400728196,-0.0267941449,0.835037172
0.904030263,-0.158856168,-0.169777021
-0.609094858,0.890560508,-0.691645861
1.18024755,0.948508024,0.176924393
1.54040837,-0.392717093,0.0223019123
-0.0289040562,0.499449044,1.29650378
-0.761552453,-0.0771998242,0.134314761
0.388140291,0.16550307,-1.3328836
-1.81432128,0.204014137,-0.195220023
-1.19865787,0.2723566,-0.124678455
0.581597626,-0.235071361,1.56895661
-2.26716352,0.334684372,-2.04259157
1.31702352,0.516437411,-0.835154235
-0.0323556773,-0.235014319,-0.920094252
0.297621936,0.439226866,-0.216373384
-0.748234868,-0.195559099,-0.102956437
2.17160916,0.41503197,-0.853764117
0.582670391,-0.101109356,-0.810372651
1.60589695,-0.361521482,0.685187042
-0.168927357,-0.594264984,0.538211823
-0.415409684,-0.579329312,1.24296832
1.28802049,0.0603856184,-1.29478431
-0.717747271,-0.271438926,0.084877491
0.147685498,0.0275549069,0.738875628
0.730050862,-0.26126954,-1.62936401
-2.40854478,0.365177304,0.512124896
1.57823431,0.730130851,0.534333885
-0.202809215,0.0945039988,1.06851649
-0.286088467,-8.81447559e-05,0.188731179
-2.04441452,0.889484882,-1.28579259
-0.56339705,-0.260470927,-0.823255777
0.3344796,-0.536853433,-0.660078526
-0.703611672,-0.185782596,-0.14241682
1.80720103,-0.253959477,0.0580075383
0.408745468,-0.126054794,0.79745847
2.0523603,0.219551355,0.70987165
1.15619969,0.296195418,0.349247754
0.477247685,-0.623790026,0.662738681
-0.737820983,1.02958369,-0.577074051
-0.633812606,0.620003641,-1.12705362
-1.53251779,0.351883531,0.151818916
1.46387184,-0.493342906,-0.0921071172
-0.451508909,0.224286407,1.09421527
-0.0537447147,0.104554564,0.293477237
-0.262514085,0.592081606,0.723270476
-1.48059666,0.00924692955,0.905386448
1.88748181,0.0356295407,0.200609371
-0.654664338,0.867094636,0.396230787
-1.16269839,0.432019323,-0.315367609
0.608117878,-0.0728209093,0.367742509
1.06988406,-0.245337605,0.443850815
1.11724043,-0.287188053,0.724747002
-0.683084786,0.862268448,0.531632125
-2.38606453,0.764814079,-0.219877228
0.0935659111,-0.240089014,0.843592286
-1.83690369,0.647252262,0.460422575
0.615541875,-0.114032462,-0.432819903
-0.107147403,0.398426414,0.33232674
-0.425603807,-0.156697959,1.5340488
3.80674195,-0.311341494,0.544869065
0.400860965,-0.290629804,0.998503447
0.30486083,-0.329762161,-1.02753234
0.161132216,-0.73117888,1.40458584
-0.0798052773,-0.648586333,-0.743314922
-1.45126998,0.611264825,-0.460535973
0.256859452,0.518158019,-0.993858933
0.00732114865,-0.357583672,-1.10077488
0.407083422,-0.913091421,0.567976415
-0.65882659,0.0745468438,1.33676314
1.56343782,-0.969091475,0.821318269
-0.907110512,0.607624114,-0.0856521204
0.885246694,0.277931541,-0.207425833
2.3657403,-1.14143741,-0.220836058
-0.0959530175,0.226126686,-0.264146805
-0.0912167057,0.308116734,0.614663184
-0.0399017856,-0.527238905,0.687607229
-2.41066527,0.216307297,0.0827627927
-2.80518198,0.386513352,-1.33186865
0.433030069,-0.740079761,-1.97399473
-0.290743977,-0.358680397,0.250551283
-3.80733633,0.465063334,-0.613142788
-1.29214668,0.0177498143,-0.445175141
0.716906011,-0.112191141,0.271197051
-0.984348059,-1.05868089,-0.481410921
-1.04292881,0.392353982,0.486281246
0.221279666,-0.284062088,-1.14631486
2.50476742,-0.539194763,0.967923284
1.31619525,-0.220380947,0.187021092
-3.3537519,0.0889320895,0.101562038
1.98778415,-0.736922324,0.700446784
2.3159368,0.138889074,-0.699576497
0.780754626,-0.667849243,0.807564497
-4.14445448,0.334280938,-0.689622104
-0.370799392,-0.462067246,-0.321310461
-1.72256505,-0.134551033,-2.02856398
0.250350714,-0.591196179,0.468386978
-0.78445971,-0.742274463,-0.348527342
-2.49157071,-0.755432725,-0.329005301
-2.07237005,0.585821629,-1.34822047
1.05817592,0.437064528,1.0690757
4.42068481,0.204113081,1.03635883
-1.40839887,0.423723966,-0.162389621
-2.41275477,0.70441103,-1.51283526
0.0531285256,-0.541324556,-0.152310356
2.12134385,0.580947459,0.922361612
-1.08822727,-0.324340284,0.580281079
0.331293613,-0.120532729,1.22536683
0.774991572,-0.281106502,0.389185607
-1.91678274,-0.406796932,0.613462508
0.844940126,-0.204603434,0.528984725
4.69667768,0.00644716853,0.395096391
0.0550853014,-0.120015435,0.280976534
1.41759598,-0.549152136,0.305629402
-1.66090369,-0.0532762446,0.593325198
0.408410072,-0.186683983,-0.548850417
-1.22880173,-0.915629387,-0.568179369
0.500186086,-0.805094957,0.074279964
0.766998827,-0.680839241,0.422280759
-2.00957513,-0.31930384,0.532118201
-3.21998382,-0.616517603,-0.033108484
-1.19504929,-0.0756290406,1.14981985
-0.470189363,0.0172510743,-2.02048612
0.31920734,-0.288028687,0.0692838728
4.05888987,-0.203487858,-0.489462793
-2.30066299,-1.09492505,-1.37658405
-1.30004644,-0.647756398,-0.700718284
3.36045313,0.102865703,0.304002434
1.50641215,-0.0683362335,0.323349297
-0.344423324,-0.411946476,0.822890103
-1.55121887,0.512868226,-0.36717543
2.31601906,0.199006855,-0.429040611
-0.227271721,0.342813969,1.00524461
-0.851244628,-1.13707185,0.280409306
1.47070694,0.219555646,-0.304959476
0.182405815,0.581862092,-0.0930742547
-0.366438031,-0.10360989,-0.429565728
-0.49490574,0.548800409,0.855037808
-0.769230425,-1.2277149,-0.521445274
-0.970773458,-0.141732931,0.505650461
0.890978992,0.121910371,-0.753810465
-0.916994095,-0.0659256428,0.0731212348
0.152165964,-0.0731272846,-1.26560807
2.78301311,0.596719861,-0.25919807
1.6724937,1.4583168,-0.314700276
0.0151958913,0.415335804,-0.571598172
0.721688926,-0.930941045,0.28825286
-0.662842751,-0.787839949,0.498505414
0.3416875,-0.155677214,0.276307374
-1.38900375,0.438121974,-0.58373642
0.288036317,-0.652040601,-0.0135257673
0.077056013,0.0805114433,0.364748478
0.866319895,-0.0205186307,-1.22272325
0.563461363,0.188304618,-0.670306861
-0.0961367413,0.474360377,-0.88438499
0.203693837,-0.533030391,-0.147278875
1.32605803,0.00875560287,0.402597994
0.112460889,0.979121387,0.884800017
-2.19602275,-0.33475703,-1.10850513
-0.852667451,-0.131088644,0.152208075
0.572612226,0.344238222,-1.6101588
-0.466137499,0.227703288,-2.51155853
1.78353214,1.45025575,-0.835214496
0.73371613,0.440834999,1.31540596
-0.568912089,0.0580461696,-1.12013316
-0.528331757,0.632526398,0.0488240272
0.32818675,0.19441469,1.49226344
-0.555494726,-0.329701185,-0.986690283
0.768873155,0.650744736,-1.56033766
-1.30647898,-0.101554394,0.993683815
-0.583954811,-0.156787723,0.0755717307
1.6182586,0.534292579,-0.246548563
1.60368657,0.523637354,1.13846445
0.546748579,-1.42595983,0.442749381
0.116425738,0.561932504,0.0395817272
