h0,h1,h2
0.0358009189,0.154106498,-0.10696432
-0.279457808,-0.321579278,-0.295949697
0.180187002,0.0569409132,-0.0126649821
0.00263359724,0.200253338,-0.144428119
-0.161168933,-0.0968032926,-0.23615633
0.0584799983,-0.242276669,-0.0315437727
-0.00992181897,0.0299933497,-0.0975684896
0.0743190944,0.187308103,-0.0986863971
-0.129329875,0.207131833,-0.0513026826
-0.317036152,-0.465251774,-0.241177872
-0.098413147,-0.172174796,-0.0207020454
0.136779144,-0.0417283848,-0.0903063118
0.235851169,0.229028419,-0.0824185684
0.141855285,0.0430251993,-0.0762876049
-0.106501758,0.194486558,-0.0835231096
-0.0236373711,0.0991788954,-0.165706277
-0.0518204272,-0.0721772835,-0.0779656917
0.0398419611,0.0761089399,-0.00548671838
-0.124230072,0.039869912,-0.0569834821
-0.071909979,-0.180017069,0.0191067737
0.179606766,0.0180830397,-0.043733906
-0.0328531265,0.0475844741,-0.148545042
0.0435440429,0.0740623847,-0.0475806445
0.0943179429,-0.116931789,-0.0854245573
0.0893816128,0.139312491,-0.100297734
-0.0183562767,-0.0449220799,-0.0995118245
0.0345121287,0.0316443257,0.00403529452
0.0566332974,0.175307915,-0.110120617
0.0649923608,-0.049582433,-0.119206235
-0.241587937,0.133461133,-0.16615276
-0.0354764014,-0.053531263,-0.101702914
0.0722296983,0.0263611227,-0.121092759
-0.112392955,-0.117402703,-0.096004054
0.0344320983,-0.0615453422,-0.0248038806
0.153378785,0.0786834285,0.0163481571
-0.0168456603,0.0301544629,-0.00358862383
0.128457531,-0.0497982204,-0.0322482139
0.10142222,0.166146457,-0.0592199825
0.138865635,0.199974656,0.0331822261
0.00326146511,-0.000259622931,-0.131355703
-0.015200302,-0.00850019976,-0.0473022982
0.0511637107,0.0308599211,-0.129114643
-0.0907473415,-0.160749704,-0.103495657
0.0996221825,-0.065884456,0.0295803398
-0.0733636767,-0.0972117484,-0.0480861031
0.106493756,0.0788400993,-0.0534696393
0.1516698,0.105075821,-0.0326496027
0.0057998877,0.132530943,-0.0626213327
0.137229919,-0.0696953908,-0.0617601834
0.157323003,-0.0516356081,0.0410812162
0.113090321,0.0216587875,-0.0627101511
0.0596278049,0.0735565647,-0.0187416375
0.00309379352,0.0482182018,-0.051338207
-0.121204562,0.00481358916,-0.017102262
-0.10503298,-0.211372301,-0.0484799594
0.214113101,-0.000221475959,-0.114682712
0.0430149548,-0.0762126967,-0.000586565526
0.0887630656,0.111775175,-0.0923804641
-0.0319124982,-0.00156335405,-0.00626774319
-0.113789737,-0.0345009193,-0.0121210972
0.0801659748,-0.105723783,-0.13082318
