XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
1.06528676,1.55927849,-0.223336756,1.39597654,2.53670812,0.975887895,1.97034597,2.06178212,2.61467385
-1.19721353,0.373099446,0.0397206433,-0.190034032,-0.262130499,-0.557805419,1.68253231,-2.75995708,1.19022822
-1.12807488,-0.212383598,1.10750067,0.772440612,1.11491263,-0.794089496,-1.59478724,-0.476107925,0.463197321
0.510948777,-0.0173449088,-0.0387513861,-0.0684987381,0.305656612,1.43800688,3.61382675,-1.66153896,-1.04936659
1.20610046,-0.866770804,-1.66317749,-0.730301678,0.677989602,0.508769572,0.598682344,1.5981195,-0.0133457696
-0.941216826,2.38223028,-0.0927773416,0.533219159,0.764904559,0.0534468517,-0.685529292,-0.899348617,0.705286503
-2.26038074,-0.595942914,-0.253124952,-2.39620972,-2.126683,-2.08855939,-0.578983843,-1.29793119,-0.411810845
0.431324929,-0.46960476,0.83629477,-0.891184151,-0.593016267,0.442070723,0.15421924,-0.366310984,-0.0133457696
0.0230754931,1.46131563,1.21115911,-1.65253139,0.0714275539,-1.03140271,0.322515726,-1.84283566,-0.173273653
-2.03822184,-0.145091638,0.499824524,0.0892511234,-2.28685045,-1.36276317,-1.83736348,-2.01374912,-1.30408394
-5.08209085,0.619823217,0.8228513,-3.37249517,-3.04969144,-1.7526536,-1.23846424,-2.17617297,-1.15959334
1.41241121,-1.29561436,-2.1658659,2.83008504,1.62608409,2.26343083,-1.56115842,4.92264462,1.21416891
1.19136751,1.45131516,-0.538168013,0.483390123,-0.869776726,0.99777621,-0.0755304694,-0.996525764,0.472578138
-1.97387826,0.866558969,0.0134288622,-1.56558561,-4.5370388,-2.07584214,-0.620039046,-1.65144432,1.0696032
1.30130076,-0.0802320316,-0.756395102,-0.650588214,1.43737936,-1.39593947,0.769639969,-0.992701709,-0.693538725
2.78546667,-1.92188632,0.253715634,2.58047414,1.00540173,1.27164829,-0.135545552,5.18255472,-0.416101724
-1.29294789,0.685048699,1.06710994,0.21784842,1.7991643,0.377679944,-0.923599601,0.892431915,-0.458661258
0.404091269,1.05891418,-0.907108843,-0.953718066,1.26992369,0.849978745,0.470551103,-0.402179182,1.71390998
0.0250880402,0.297090918,-0.948788166,1.38669419,0.173648193,1.15100813,2.65436125,-1.22159278,-0.371877372
-1.06779897,2.40312028,-1.378003,0.310831338,-1.6149987,-1.4320091,-0.482307374,-4.48798466,-0.53399843
-0.261950195,0.166529,0.235259384,-1.85547793,1.22191143,0.372223794,1.14595342,1.4283514,-0.29506287
0.647433519,-1.18741572,-0.399545133,1.80602801,0.764415681,-0.0614218228,-0.24603416,0.499464899,1.8599658
1.71711838,2.37030244,0.921265543,1.99592006,1.6763134,0.799713612,5.09947395,-0.861326098,3.11830425
3.0212574,-0.381121397,0.367177606,0.450891316,1.9742732,2.65406823,0.464726985,2.74944973,0.629049599
0.553353727,-0.138887435,1.74464691,-0.253480434,0.58571285,0.0529938899,-0.549013495,-1.21255791,-0.504137456
0.592373848,-0.810857415,-1.98744476,0.266420275,0.766969502,-0.172315031,-0.499303848,1.5401516,0.0245115459
-1.03445876,-0.570272982,-0.230702341,-0.161513299,-0.3484326,-0.626030803,0.0924722627,0.432972521,-0.392704993
0.902806282,1.93539095,0.204800308,0.750722289,0.578402877,0.6570158,0.0384935215,-0.977118134,-0.394462109
-0.725682735,-1.05016255,0.419991493,-0.19013612,0.344802022,0.277778506,0.787326813,0.414967507,0.1011746
0.768934309,2.33699322,0.523495257,-1.01680279,-0.762271047,-0.509970427,0.725271583,-3.32622075,0.405203879
-2.78530931,0.101963639,-0.603329837,0.390474051,-4.1993742,0.465802342,-0.969127774,-0.922804058,0.440838665
-3.32665086,0.517853916,0.148688599,-0.624208927,-0.364450723,-1.76287317,-0.982851446,-3.49462867,0.13749364
1.90516531,-3.14837623,-0.445046306,-1.35524845,-1.94643033,-1.41315103,0.254782319,-0.218831405,0.362547398
2.03379107,1.25849426,0.31143713,0.307238817,2.09387779,1.44551432,0.521685779,3.20541811,-1.45096815
0.649971783,0.223905087,1.05477846,-0.451720893,0.413187087,0.130745038,0.358026803,0.399417371,-0.0897103921
-0.784272552,0.22334601,0.198138684,-0.199691668,-1.09550118,0.358633786,-2.06779933,-2.01010084,0.936155558
-0.0671994984,-0.0173449088,-0.462485552,-0.456763834,-0.613821626,-0.326503813,-0.0702285841,0.458084732,-1.26901627
-1.75757849,-0.318295807,-0.279103369,-1.70471787,-0.518482804,-1.09737492,-0.788237929,-2.55640769,0.787931263
-0.57921797,1.71615386,1.22695529,0.123503558,-2.13239002,0.90053314,-0.572908282,0.276598066,-0.814622819
-0.771897376,-0.373633713,-0.907108843,-1.37976575,-0.891664326,-1.25477588,-0.0713846907,-2.29204345,0.597857594
0.447464496,-1.09360409,0.776760459,0.395951331,0.385795206,1.21060777,0.875225544,2.34836483,-0.165721506
2.46045351,2.06524134,-0.459066182,0.758899808,0.536294341,0.130589724,-0.0153687904,-0.368497729,-0.587281168
-0.293626457,1.09595394,-0.0656729788,0.584779084,-1.1472739,-0.981426239,0.0951306373,-2.53421664,1.16840672
0.968382657,1.02646375,-2.49425936,1.35227501,0.181633815,0.593304753,1.51285338,-0.307028085,0.514835894
-1.37626624,-1.8215934,-1.92142391,-0.265510261,-0.847952127,-1.14121532,-0.720576763,-3.33779192,-0.126242474
0.068998076,-1.55513501,1.20152032,-0.331341922,0.595186651,0.635978937,2.18409824,0.770565033,-1.61038327
2.56940365,1.93060446,0.928765893,-0.268173426,0.0276700892,1.99328363,3.4810183,-0.375054479,0.865059495
1.62514317,-0.839289844,-1.17860293,2.28366017,2.25818062,2.66813707,0.483808577,5.50613451,0.516780376
-0.451836765,-2.04100466,-0.463564903,-0.258930236,0.922424853,-1.52115262,-1.524158,-1.74044418,0.288057029
-0.976922154,1.47446573,0.884627998,0.116424486,-1.52225101,-0.243991077,-2.08124208,-2.08120728,-0.0509607978
0.716864109,-0.432896525,-0.040777158,1.59405088,1.87020695,1.26322794,1.128708,2.75227404,-2.03195763
-0.892278433,-1.45484984,0.153816149,0.445193291,0.908314824,0.810730398,-0.0153687904,2.24237275,0.217677891
0.109113604,0.403986603,0.621692657,-0.675885737,0.17126517,-1.14675117,-0.325464129,-1.27966332,0.217031077
-1.43463147,2.29928827,0.0966813788,0.0217098705,0.461864173,-1.34963799,0.500665069,-2.67052078,1.99411511
-0.245403513,-0.783828616,-1.73721874,-1.64830315,-0.801909506,-1.6391505,-0.635086417,-0.965781033,-0.501227379
-2.06464386,-0.789527476,0.465220064,-0.449980944,-2.2997818,-1.55824137,-0.955788076,-2.50338149,-1.3031913
1.4815743,0.577150583,1.66951084,1.6127429,-0.52632302,1.36186349,-0.756009102,-1.24499726,-0.781632125
-1.71025479,0.985552609,0.929738998,-0.626923263,0.0770397857,-1.32847297,2.07946992,-1.84611154,-2.92005968
-0.85833776,0.217230186,-1.66649652,-0.539607167,-4.14562893,-2.54456162,-2.5906713,-4.77425909,-0.776526451
2.09539151,-0.369406551,0.39827764,1.2936486,0.60690552,0.417539567,2.3533628,0.166072354,-0.49903059
1.14697254,-0.429597557,0.719618201,0.449142069,1.48204327,1.75005376,3.36367989,4.05018139,1.27549195
-1.37277818,2.02774668,2.25766611,0.985705733,0.130609915,0.829311132,-0.21240595,-1.0511502,2.27243662
3.26353693,0.674660444,-0.0647090003,0.348524123,0.284128249,1.19933271,1.06125927,0.569255769,-0.0133457696
0.840030491,1.5230118,0.885880768,0.552345455,1.49967837,1.067927,0.61280483,-0.315914989,-0.676763594
0.234479591,-0.357677549,-1.11930144,-0.688769817,-1.03639412,-0.508754611,-1.32667184,-2.00200987,0.921696961
-0.150267184,-1.38993859,0.116839528,-1.60778308,-3.71497011,-3.44137931,-1.35276687,-3.66607189,-1.26244557
5.28754187,-4.90915489,-1.72450864,2.94204545,6.720819,3.17152572,0.383676201,9.10448074,-1.76241946
0.961848676,-4.20424795,-1.75167406,-1.0048207,2.54649544,0.5782426,2.18617964,0.589094341,-1.30916584
-2.36683011,0.671496272,1.16127181,-1.20366466,-2.44643021,-2.22148252,-1.42586231,-3.83757973,-0.833720088
-0.957874119,0.666957557,-0.202412322,-0.585383773,-1.31013751,-0.640321851,0.180949241,-0.197911993,1.21416891
-0.597898006,1.09278762,-1.13588166,-0.962449312,1.06601346,0.21035184,-2.8173945,1.31957567,0.351370841
0.430705965,-0.632619679,0.34557724,0.914363027,0.662852466,0.670939088,0.594973207,1.79665971,-0.215768695
0.590686262,-2.07400775,0.5885396,0.113161646,1.95693552,0.89211148,-1.86327124,2.50079465,-1.94081247
-0.0627906024,-0.143309847,-0.367581278,-1.08492029,1.16267359,-0.249591976,-1.59505498,-0.941345572,0.606718957
1.58712888,1.42210913,-0.0403284654,0.975911856,0.914116442,0.696006477,2.18594503,-0.734335661,-1.34185696
-0.983186364,-1.20502174,-0.287441343,0.0826485977,0.62692529,-0.135011375,-0.377279669,1.82615614,0.195658341
-1.0784049,0.796741307,-1.06864285,-0.837122202,-0.301970989,0.466046214,-0.379250914,3.10864329,1.43496442
-2.86264515,-0.831431031,-0.265965104,-0.412016749,-2.23411608,-0.81218648,-1.91848314,0.812036991,-0.259824842
2.5723989,0.609440863,0.575625777,0.978617251,-0.644938827,-0.17352657,0.518699825,-1.16058731,-0.178076297
0.794707119,0.667778373,0.84459734,0.539094627,2.01475096,0.956878304,0.197076514,0.992379904,-0.0958348662
0.0590581559,-0.390488118,-0.0678762794,0.323414683,-0.871333659,-0.434704393,0.249253824,0.728069246,0.110361919
1.06442082,2.14066267,1.61148536,0.500783801,-0.165770903,-0.0597076267,0.876609027,-2.19468999,0.561486959
-0.784926593,-1.05992079,-0.954721987,0.199698344,-0.928741992,-1.27435386,-0.696400881,0.388906389,-0.794458091
1.35296011,-0.881376922,-0.468582749,0.0375733599,1.42182708,0.291038871,-0.228435785,1.24920988,1.2589277
0.180267096,1.16916239,0.457877785,0.483320385,-0.204771966,1.18753111,2.47340107,0.12266089,-0.0133457696
2.19059658,0.25756675,0.574287653,-0.710402369,-0.56912607,0.145722091,0.665294111,-1.5586561,-0.771721005
-0.120056339,0.880848765,-0.721873939,0.0674872547,1.15382016,-1.0103054,0.338432074,-0.0541182086,0.978972793
-1.3581543,0.641581833,0.901748061,0.14345102,-1.07974541,-0.265094042,-0.240300998,-2.77127123,-0.926885247
-0.422920197,-0.0946434215,1.08854413,0.370016038,-0.0844376609,0.34214139,0.593423784,-0.399823099,0.588119566
0.0532305874,0.445614934,0.338267446,-1.11442661,0.0673646033,0.340383828,-0.591981232,0.340005606,0.48022446
0.128313541,0.174953714,0.136890694,-0.143709049,0.821827352,-0.675793588,-0.0153687904,-1.62038994,0.0125502972
-2.1063211,-0.325186491,0.285517633,-0.163386196,0.51563251,-0.119413011,-0.922261417,-0.92612195,0.708440185
-0.930982053,0.827031732,0.872886181,0.222951204,-1.46929777,-1.82089913,-0.0806190819,-2.91257691,-0.116073318
1.91123724,0.858134389,-0.750156879,0.775835037,0.702024281,0.84573549,-0.0153687904,0.501114786,0.0637070164
0.912343442,-1.4293592,-0.128517836,-0.332786322,0.0665929094,0.762678921,-0.211494237,-1.07072711,0.676930547
-0.702757061,-0.982396185,-0.411031693,-0.662457585,-0.991690814,-0.806846976,-0.772539079,1.39851308,-1.3997333
-0.0474379472,-0.952306688,-0.733433902,-0.00878660288,0.340516657,1.2490195,2.51857257,1.79801273,0.116007522
-0.914736688,0.334246337,0.473988056,0.0105477469,-0.418358445,-2.26083064,-1.53076386,-3.92566466,0.45065248
0.895874083,0.488431007,-0.331491113,-2.1162796,-0.115035392,0.252107292,-0.244022384,-3.39950943,0.37133801
-3.10359716,-0.328297168,-0.384102881,-1.69984078,-0.481737196,-0.948367596,-1.17041588,-1.59634745,-0.991381109
-1.11604869,-0.798826933,-0.284454018,0.382837594,-1.72365344,-0.730722725,0.482083857,0.0821797177,0.862281621
1.12477744,-0.804744244,-0.714835107,-0.276444703,-0.27370733,-0.123868868,-0.346596748,-0.478114694,-0.475750536
2.08849311,0.965980709,0.586771667,1.21606147,0.444462866,1.4654001,2.42995119,0.950408638,0.908884525
-0.382368416,0.0609147362,-0.354854256,0.593762755,1.54985261,-0.197032064,0.0806204081,-2.40559292,0.0884918123
-1.50838375,0.334121585,-0.790060341,-1.34303343,-1.19351673,-1.36008787,0.271773249,-1.42360318,-0.960168004
-1.16461945,-0.996591091,0.609608531,0.0525532365,-0.33413282,-0.558896959,0.0482696556,1.67879725,-0.919122517
0.511623919,0.961901307,1.2283181,0.0728957653,0.131639212,0.412776202,1.55643928,-2.18147087,0.194570422
-0.770461023,-0.407930136,0.288865834,-0.295196205,-0.521777332,0.915759921,1.1856364,1.2838881,-0.16923736
1.72925568,-2.15230608,0.270599753,0.155054837,0.287903965,1.05333555,-0.168153286,2.50836086,-0.117432863
1.68645632,-0.698647022,1.15577829,1.16498959,0.379770041,0.866576195,1.94420743,0.0612106659,-0.404857993
1.09417605,0.863489449,0.538080335,0.21108298,0.470373094,0.44272244,0.221910045,-1.25034308,1.51597548
-0.730393767,0.618603408,-0.271574467,-1.32069051,-0.796929717,-1.62427866,-0.580275774,-4.15595102,-1.46421838
-2.66473818,-3.27763915,-1.87481797,-2.83556151,-4.58077526,-4.24964476,-2.75770521,-3.37626958,0.922289252
-0.339666069,-0.550263464,-0.670400441,1.47469699,0.00898353662,0.0832696781,-0.577518821,2.94966102,-1.94827151
-1.55056727,-2.59728885,-0.850231588,-2.66406083,-1.73992753,-1.61808276,-1.76276052,-1.53521347,-2.89414549
0.759713471,0.10898041,0.0214744005,1.65477002,2.57070875,-0.372401893,-1.51251805,-0.745549142,1.42619658
-1.59457386,-1.58616745,-1.1077764,-0.93170476,-1.22939003,-2.21459007,-0.610408068,-1.37577307,-1.26131046
0.795660377,1.17204773,0.684686542,0.636709034,-0.0237105265,1.46485162,1.55984402,1.847947,1.01893651
0.140314549,-2.53964543,0.470203251,-1.5926168,-1.91373765,-1.5646621,0.372738212,-3.0304637,-1.2098093
-0.456037015,-2.64680529,-1.61660063,-1.66124356,-2.40121555,-1.99594927,-2.1449132,0.271719903,-1.86932504
-2.23313069,-1.08805525,-1.66457987,-1.47823393,-2.00782084,-2.07858634,-2.18019223,2.71804285,-1.05652344
0.759739578,2.42022657,0.422696114,2.31528854,1.96039963,1.46079397,0.634619713,1.26944804,-0.155333057
1.18910801,1.37499893,0.705573142,0.876993239,1.51197398,1.31904256,0.662109435,-0.824869633,2.67093849
1.48969591,2.2907033,0.289612532,1.55123508,2.57681108,1.18427896,1.64904499,1.91209638,2.95845413
-1.18002093,0.278125077,-0.817499459,-0.308751404,-1.88301206,-1.39832616,-0.212941185,-4.72024059,-1.78351438
0.653440535,0.23525463,-1.19617546,-0.137832895,1.07665098,-0.022084048,-0.844874561,-0.824507296,1.88938558
0.219505847,0.0667105764,1.26025093,0.973082125,0.0425434262,0.232593298,-0.585335612,-0.38993457,0.593719721
0.00469402177,-1.41313708,-1.04747176,0.244551957,-1.12324631,-0.560753286,0.353986353,-1.5183562,0.249199495
-2.4201467,-1.95143843,-1.55489576,-1.93729949,-2.02412844,-3.21897078,-1.4024837,-4.25660563,-0.407483488
0.722449124,1.31888223,0.958114922,-1.39927089,0.52324307,0.333355069,1.27121234,-1.19659865,0.302118331
1.52415848,1.0478754,1.41235006,2.01036859,2.16428614,4.22870064,2.16233182,6.11734247,-0.566202879
-0.237066865,-0.357027888,0.0591568016,-1.27324617,-0.42360884,-1.5453161,-0.799123049,-2.93505645,-1.55986118
-0.670994401,0.871961296,1.26917076,-0.0308442526,1.07171547,1.30542636,1.09227419,0.135531276,1.77056253
0.680598974,-0.143918782,0.929464698,1.60016191,1.70781744,2.15773082,2.86244535,3.94645929,1.6811173
-0.806338191,-2.02083111,-1.00819921,0.4607988,-1.09785783,-0.869932055,-0.856445312,2.16581607,-1.13038456
-1.22902656,1.35092318,0.565430522,0.414719284,-0.0892313123,1.44868171,-0.329570949,1.4943527,-0.0656681284
0.309131205,-0.0173449088,1.05758226,-0.411046177,0.596781492,-0.157065555,0.110484719,-1.51341438,1.28492773
0.935133517,2.25148559,0.276995301,0.456729263,1.49281287,0.917711735,-0.109735325,0.612584889,1.87127101
4.14310837,-1.01960099,-0.302897364,2.3030405,3.45830703,3.13921666,2.72945476,5.29922676,-1.74353874
0.182338104,-0.437825143,-0.978972912,0.293727785,0.0685253516,0.233320221,-1.11217785,3.71585774,0.140793681
-0.766048789,-1.1612165,0.575580001,-0.982634783,0.221794277,-0.22634089,-0.19992049,-0.73033762,-0.99445492
-0.487877131,0.492601156,1.43148494,-0.70895642,-2.10108376,-1.18149233,-0.478979319,-3.50079036,0.168264776
-1.25313056,-1.94268191,0.0875975639,-0.299646556,0.226903573,-0.778858006,0.29406175,-0.977799118,0.374475837
0.0307290573,2.71031737,0.768384337,0.592051089,1.0026623,1.71491742,-0.262798041,1.04287851,1.41858482
1.69920325,0.945665836,1.06590831,0.217449173,1.08260667,1.02137947,2.11937475,-0.888683558,0.71851331
1.63269222,0.564492047,-0.386527568,1.18933034,-0.882986486,0.531907558,0.0446405187,0.80294311,0.0368891247
-1.26591218,0.561258495,-0.0129510146,-0.920285165,-0.0237105265,-0.803890705,-0.981981218,0.919403613,0.0619443282
0.742040575,1.13026476,-0.372662991,0.458938479,1.35324025,0.65929848,0.740982115,1.42536891,0.760679126
0.533005357,-0.630559504,-2.20484161,0.43498683,0.249136224,0.00303455815,-0.0153687904,1.18911266,-1.0637846
-0.830992579,-0.551739991,-0.286726356,0.0113016181,-1.76606429,-1.13530242,-0.135817409,-2.00328922,-1.0773586
0.610645473,0.885414839,0.855013549,0.669976771,0.253681302,1.11624455,1.12025142,0.853689015,0.823818326
-0.553218603,-0.0582107157,0.138813213,-0.367107242,0.191439956,0.253570884,-0.820278823,-0.0834189504,0.414626777
-0.0728953481,-0.385854781,-0.0634905994,-0.590943098,-1.50960886,0.102877431,0.164332762,0.247257918,-1.20202637
-1.09738803,0.514531791,0.956082225,-0.0693546012,0.536414206,-0.44781068,0.639467597,-0.872475028,0.113926679
1.96187758,-0.549221575,-0.411870748,0.0114099886,0.563731551,0.802133739,1.39159763,-0.926914096,0.0375100784
0.27819404,-0.59319061,-0.549364269,-0.53627795,0.406665564,-0.395606846,-1.36312437,-0.682616591,0.0374786668
-0.197113097,0.886128843,0.839506507,0.458093166,-0.423275352,0.326594293,0.456484526,-0.88531214,1.07183051
-0.272883058,-0.632496655,0.482419819,0.333821923,0.375854313,0.275503665,0.482374221,-0.130197242,-0.566766739
0.826913893,3.1024828,0.445411682,1.47825027,2.3963716,2.36505365,3.39706373,2.41376042,1.7347647
1.0370965,0.500251055,0.166085601,-0.303062409,0.748826325,1.21441364,0.674266875,0.333623618,-0.50902915
-0.0710120723,-0.574864149,1.12887764,-0.324384868,0.212647036,0.213388726,-0.345513612,0.248718396,0.482337594
0.756394684,-0.0972375646,-0.140436426,0.776912808,1.32327068,0.703217149,0.561323822,2.63539267,0.282633483
0.219413623,-1.06155813,-0.574172378,0.554054916,0.0924613997,-0.255286127,-1.31297541,-0.140524358,-0.309325039
-1.28717828,-0.949902833,-0.857450247,-0.241003558,-1.51637483,-1.17537522,-1.16814888,-1.53117967,-0.0380549021
-0.268031478,0.429709256,-0.111232035,0.204111397,1.06169093,-0.117018901,-1.88443291,0.44566229,-0.236100316
-0.367860913,-0.872487843,-0.490442693,-0.767281711,-0.667484224,-1.1466223,0.0720510557,-1.18527496,-1.31231415
-0.568917513,0.837798119,-0.095695816,0.0303605702,-0.701774538,-0.215182886,0.881354272,-2.35360646,-0.0637190565
-1.30642056,0.548858523,-0.228674859,-0.480368108,-0.32014513,-1.56033647,-1.4089694,-2.55766702,-0.366815239
1.08733237,-0.745893717,0.565926969,0.482358277,-0.0534090474,1.00691128,0.0725846887,0.534255803,1.26705003
-0.27270329,1.35453844,-0.260295928,-0.106671616,-0.291439384,-0.241399825,0.538997352,1.00970006,-0.71383965
-0.248413056,0.142871797,0.725789547,0.440082997,0.0953822434,0.46441403,0.735912144,-0.151989102,0.0368891247
0.804154992,1.05767059,0.149884358,0.24334161,0.805474579,0.773816824,0.756024003,2.35173059,-1.22750068
-0.747684181,-1.69444418,-1.42925596,-0.436135203,-0.733968019,-0.890756488,-1.21916628,-0.611309588,-0.678577065
0.504074395,0.704731643,-0.667402327,-0.380496353,0.479975313,0.316927493,0.760972142,1.69062614,-0.709893465
0.227073908,-0.618723571,0.138766855,-0.343463331,-0.497687995,-0.945848465,-0.273154408,-1.39546621,0.296958089
-1.07464814,-1.47502851,0.138351008,-0.544470549,-0.470372826,-1.32975733,-0.969127536,-1.04047287,0.757342219
0.506151974,1.19881034,0.405168593,0.170341522,-0.232923821,0.474054098,-0.600060642,-0.49417606,0.699502289
-0.777975082,-0.826530695,-0.280182213,-0.467703879,-0.443621486,-0.294552743,0.219117314,-1.4180491,-1.72949755
-0.760634124,-0.0986128822,-1.14625371,-0.999167085,-1.69286501,-0.520035863,-1.73421729,-2.24677706,-2.48306966
-0.872098148,-0.956502497,0.14064312,0.0727179423,-0.299856484,-0.573667049,-0.527610362,-0.596366227,-0.0934022889
0.725418746,0.310283035,-0.629908562,0.133562326,-1.38625681,-0.122811094,-0.684113383,-1.56593478,0.0933789611
0.208272442,0.309252769,-0.0646745637,0.49668169,0.225590497,-0.807313085,0.137201875,0.215216979,0.305990219
0.992690444,0.551747143,-1.05777586,0.292326689,1.88495803,0.308203906,0.591486752,0.612828493,0.198860139
1.22602141,0.870678604,-0.845436275,2.2091372,0.975711823,0.306762785,-0.348461956,1.11301041,-2.187639
-0.718303204,-2.95230246,1.04759896,-0.744905412,-1.17554426,-0.681218863,-1.08631909,-0.597450256,0.906328142
-0.927521467,-0.556226969,-0.664545953,-0.459064573,0.189594433,-1.02175713,-0.79091239,0.852233887,-0.987440825
-0.965059221,-0.0173449088,0.322612613,-0.720896006,-1.40399027,0.184064671,0.605782449,0.320086241,1.20248187
-0.356449544,-0.810001493,-1.3495754,0.0111165056,1.4174211,-0.176646218,0.600096762,0.114701286,0.174177527
1.07777953,0.650554419,-1.19812977,0.722717524,0.642906189,0.235338256,0.0458643772,1.16735077,0.173751146
0.281783253,-2.75782084,0.719395876,-0.383231163,0.367858946,-0.874943733,0.259512812,1.4056145,0.86300081
0.656843126,2.34797359,-0.158645168,0.679059207,0.605207324,1.06170332,0.682046354,-0.0647475943,0.224047288
-0.147336692,-0.855932176,-0.0859442875,-0.0478656739,-0.0237105265,0.437652469,-0.226864353,-0.238863185,0.197096288
-1.4658463,-0.650754929,0.477880329,-0.361732006,-1.07439113,-0.610023916,-0.288267016,-2.01473308,0.666898668
-1.70570147,-1.25300825,-0.212393567,-1.16137838,-1.70030737,-1.4208287,-0.810014248,-2.90242887,-0.0915508345
0.474238217,1.55661821,-0.799574792,0.171620324,-0.517450869,0.212856337,0.596729159,0.752565861,0.739526153
-0.335168213,-0.865173876,0.060699638,-1.38644457,-0.0237105265,-1.17773092,-0.750561357,-1.91464698,0.11576397
0.732091963,-0.572162867,-0.753899574,-0.111435607,-0.0856229886,-0.793594778,0.199893281,0.290346503,0.372782141
2.94064522,-0.66122669,-0.087597616,0.968947232,0.839137375,1.77464402,1.41239464,3.91465068,-0.865227818
1.10920048,0.754830837,0.192081183,0.653667808,0.58752197,0.576033175,0.0447152257,0.157788783,-0.221196339
0.172792897,-0.789520562,-0.932188392,-0.812769949,-0.451127678,-1.30212069,-1.10525811,-1.51503396,0.556988358
0.366063744,1.52131581,-0.259423852,1.13343072,0.586256742,1.49070907,-0.290625483,0.707443655,0.115723461
0.0262702741,2.91078854,-0.605167747,-0.32707268,-0.909537852,0.209953323,1.6195128,-2.39880276,-0.868981063
0.459763765,-1.01200187,0.560263872,-0.3891038,-0.547128379,-0.228303552,0.134021237,1.0981307,0.506284535
0.0498906188,1.38895941,1.1531527,-0.270500392,0.19218713,0.364113599,-0.464532584,-0.368971348,-1.76717484
-1.32946539,-2.46998167,-0.649376214,-0.312281966,-1.76577449,-0.848387539,-1.35047662,-1.52719486,-2.29353976
-1.03131807,-0.819670081,-2.02601814,-0.743947923,-0.433056265,-2.04844451,-2.06909871,-0.836672783,-2.41452813
1.32841766,0.742906034,2.48745322,0.421225399,0.479827642,0.483031303,1.39167738,1.26858675,3.54924297
0.0508212559,0.0247294102,1.09551859,0.43819797,2.54353952,0.716154277,-0.387709111,1.12604702,0.281145066
-0.216722041,-0.0173449088,0.242518902,0.314074188,0.098160401,0.682986796,0.171059102,-0.114196375,-0.0668121502
0.439242274,1.27854431,0.0416405387,-0.190169424,-0.0237105265,-0.178193837,-0.482414305,-0.207479045,0.917316496
0.00209759129,0.190160662,-0.65322274,0.613514125,-0.665395081,-0.022084048,1.46790063,-0.0446422361,-0.677027941
-0.0947140977,-0.0173449088,-0.215723723,0.23026754,-0.115755215,0.393493235,-0.32169798,1.58914387,0.940665781
0.412470013,-0.641117454,-0.0498960577,-0.0883567408,0.892506301,0.0814544857,-0.477492362,0.813082397,-0.145186245
-0.480893344,0.730737031,-0.850882232,0.229586378,-0.755927444,0.339171201,-0.170116514,-0.901180208,-0.251196295
-1.2933712,-0.557080746,-0.0880546346,-0.827449262,-0.607696474,-1.66160274,0.0775202215,-0.775837958,-1.61683118
0.76295054,0.190576062,-0.0129510146,0.591406167,0.222645551,0.528409541,-0.512286127,-0.367392451,0.631801963
-0.905907393,-0.433611929,-1.1519134,-1.15468895,-0.640883863,-0.704241693,-0.610270202,-2.02023149,-1.66311157
-0.269593745,0.315800458,0.312149018,0.25462693,-0.427191049,0.00426823646,-0.615574658,0.0025674589,0.123130649
-0.0717061087,0.356171697,0.0442190021,0.0316283852,0.131693572,1.3614912,1.67665577,-0.116989329,1.58023453
-0.820599675,0.890083611,0.25307554,-0.069419995,0.656837702,-0.723739743,0.200882331,0.217527971,-0.927908659
0.17838122,-0.181746125,0.289514571,0.0114318021,-1.1712774,0.0301169176,-0.324508935,-0.813156962,-0.0133457696
-0.62527734,-0.223205209,0.810382068,-0.231595203,-1.24958587,-0.178795919,0.355431497,-1.41366279,-1.04767704
0.505961955,1.00791585,-0.32960403,-0.171378016,0.418299288,-0.0482345074,-0.759031534,0.299021244,0.885631561
-1.87517834,0.0234489013,-0.425450861,-0.849571943,-1.00541615,-0.943108022,0.388466954,-1.86771846,-1.02196312
0.847092032,-0.139790013,-0.40959695,0.546312869,0.642500162,-0.0750580952,0.0465468951,0.382641077,0.642297506
-1.77142644,0.917768538,-0.0508769192,-0.708704531,0.480542362,-0.128144354,0.293351412,-1.83467662,0.0138603011
0.160010904,0.426927656,0.0249748901,0.239241987,-0.370078862,-0.154865295,-0.16954878,0.597663701,-0.149460956
-0.386797965,-0.340261549,0.477714747,0.0118326806,0.44827196,0.216757491,0.507415235,-0.0726791769,-0.2042934
1.29738951,1.22840226,0.436138451,0.135336787,1.56252778,1.3432132,0.897387922,2.88756657,0.55816257
-0.0990334749,-0.217261225,-0.0875471756,-0.566745877,-1.14045548,-0.0481076688,0.10540434,-0.168445513,0.203330562
-0.614736438,-1.26551449,-0.594500542,-0.908996403,-1.28124285,-1.46741796,-0.651850104,-1.73908639,-0.392903328
-1.32803881,-1.60922468,-0.239724129,-0.517575324,-0.818804443,-0.527910411,-0.873490453,-1.19391692,-0.503938198
-1.46046472,0.43412593,-0.81406945,-0.393422484,-1.86358976,-1.42413759,-0.262570649,-2.43622422,-0.975730538
1.01967943,-0.798393071,-0.0129510146,0.162487999,0.820264459,0.655246675,0.570260584,0.485272706,0.0419531241
0.348114908,0.10637214,0.312713146,-0.244429141,-0.412237287,-0.726636112,-0.0153687904,-1.36362576,0.83904773
