XLY,XLP,XLE,XLF,XLV,XLI,XLB,XLK,XLU
-0.524141252,0.178552195,-0.044863794,-0.699535072,0.0255333856,-1.96665609,-0.667972684,-0.111290224,0.756058156
-0.527762651,-2.05965662,-0.52614367,-0.0783336759,-1.16328657,0.914211631,0.593919754,-0.292000532,-0.782749653
-0.610148072,2.61045074,-0.303736448,-0.252871394,0.374324411,-0.5313434,-0.102072708,0.876267314,-0.963604748
0.838679671,-0.472435802,-0.894596696,0.651278973,0.963641405,-0.235298708,0.846680045,0.444682837,-0.448936373
0.442987472,0.761594355,-1.37927616,1.35597432,-0.417335063,0.361267656,-0.143968403,0.638300776,0.682496607
-0.254257321,-0.146763101,2.0403111,-0.312980205,0.124103189,0.105266303,-0.662114084,0.58796823,0.504701316
-0.762386799,-1.84633946,1.14513111,-1.10390282,-0.61644733,0.0203181393,0.244074166,-0.696279407,-1.2272352
0.251546681,0.048533991,1.18367076,-0.87945354,0.519782305,-0.319403231,0.157038704,1.0421232,0.335310996
0.133792669,-0.0173449088,-0.0129510146,-0.325563639,1.00472069,0.275235146,-0.403903931,0.812063515,-0.274699748
1.59412611,0.70457834,0.359603077,2.3753581,1.71207213,0.484883934,0.200758815,0.317312837,0.248008206
0.0919320509,-0.476169586,0.295601428,-0.0426276773,0.357454836,0.397791147,1.68913031,-0.296340704,-0.405683339
0.281067371,1.93493199,0.902491033,1.49417174,1.11006737,1.71620286,0.236619815,1.25849915,-0.188322693
-0.629755616,-0.534374356,0.947071254,-1.20791709,-0.920088172,0.467269301,-0.267357409,-0.605472684,0.597452402
0.282387644,0.499684542,-0.0129510146,-0.177377462,0.543474317,0.221402302,-0.437459856,2.01946497,-0.624143958
-0.670734048,-0.728925943,-1.27643692,-0.859412253,-0.448759228,-0.918752551,-0.312411845,0.543713272,0.0304280147
-0.831741273,1.08032608,-0.902545214,-0.214865521,-0.975610197,-0.350817502,-0.785288036,0.359137714,-0.937629461
